Keyword,Label
study have show,0.0
study of china,0.0
study the influence,0.0
study the use,0.0
subject,0.0
submit,0.0
subvention,0.0
success,0.0
successful,0.0
successfully,0.0
suffering,0.0
suggested,0.0
support,0.0
suppress,0.0
supreme court,0.0
surface,0.0
surgery,0.0
surgical,0.0
surplus production,0.0
survey,0.0
swear,0.0
symbiont,0.0
sympathy,0.0
system,0.0
system be also,0.0
system be model,0.0
system be much,0.0
system be present,0.0
system be study,0.0
system in australia,0.0
system in europe,0.0
system in south,0.0
system of national,0.0
tag,0.0
take,0.0
take advice,0.0
take part,0.0
take place,0.0
tarif,0.0
task,0.0
task force,0.0
tat,0.0
tate,0.0
tax,0.0
tax reform,0.0
tax relief,0.0
technique,0.0
technique be use,0.0
technological,0.0
technologie,0.0
technology,0.0
technology in china,0.0
tectonic,0.0
telemedicine,0.0
temporal,0.0
temporary,0.0
tenant,0.0
term,0.0
territorial,0.0
territorial integrity,0.0
territory,0.0
terrorist,0.0
test be use,0.0
thanks,0.0
theme,0.0
theoretical,0.0
theory,0.0
therapeutic,0.0
therapy,0.0
therefore,0.0
therefore apply,0.0
therefore believe,0.0
therefore go,0.0
think,0.0
thought,0.0
thousand,0.0
three,0.0
three months,0.0
three year,0.0
three year ago,0.0
threshold,0.0
throughout the world,0.0
throughout the year,0.0
tibetan,0.0
time,0.0
time of high,0.0
time of year,0.0
time scale,0.0
times,0.0
timescale,0.0
today,0.0
together,0.0
tolerance,0.0
tomorrow,0.0
tonight,0.0
top,0.0
top chamber,0.0
tourism,0.0
toward,0.0
trace gas,0.0
trade,0.0
trade bill,0.0
train,0.0
travel,0.0
treasury,0.0
treatment,0.0
treaty,0.0
trend,0.0
tribe,0.0
troop,0.0
troops,0.0
trotz,0.0
true today,0.0
trust,0.0
tumor,0.0
tung,0.0
turn,0.0
twenty year ago,0.0
two hundred year,0.0
two hundred year ago,0.0
two set,0.0
two year ago,0.0
type,0.0
type 1 diabetes mellitus,0.0
typical,0.0
ulrich,0.0
unanswered question,0.0
uncertainties,0.0
underlying,0.0
understand,0.0
understand the effect,0.0
unfair trade practice,0.0
union,0.0
united,0.0
united kingdom,0.0
united nations,0.0
united nations environmental programme,0.0
united nations framework,0.0
united nations framework convention,0.0
united nations general assembly,0.0
united states,0.0
united states arise,0.0
united states government,0.0
united states may,0.0
united states military,0.0
united states much,0.0
united states must,0.0
united states require,0.0
united states would,0.0
unity,0.0
universidad politecnica de madrid,0.0
university,0.0
unknown land,0.0
uplift,0.0
upon,0.0
urban,0.0
urban development,0.0
urgent need,0.0
us,0.0
usa,0.0
usa and europe,0.0
use,0.0
use and management,0.0
use datum envelopment analysis,0.0
use in europe,0.0
use in order,0.0
use of biomass,0.0
use of environmental,0.0
use of land,0.0
use of much,0.0
use of natural,0.0
use of new,0.0
use of state,0.0
use the global,0.0
use the index,0.0
use the propose,0.0
use the system,0.0
use to compare,0.0
use to develop,0.0
use to improve,0.0
use to produce,0.0
use to test,0.0
useful,0.0
user,0.0
using,0.0
uss cole,0.0
utilization,0.0
va health care system,0.0
vaccine,0.0
vaclav havel,0.0
variable,0.0
variation,0.0
vi,0.0
via,0.0
vocational education,0.0
vogel,0.0
volcanic,0.0
volunteer,0.0
von bertalanffy growth constant,0.0
von bertalanffy growth curve,0.0
voter,0.0
vulnerability,0.0
wall street,0.0
walter,0.0
walter lippmann,0.0
want,0.0
war,0.0
wasser,0.0
water,0.0
water and water,0.0
water be use,0.0
way,0.0
wear,0.0
wedding,0.0
wee,0.0
week,0.0
weight,0.0
welcome,0.0
welfare,0.0
well,0.0
well and much,0.0
well practice,0.0
werfen,0.0
werner,0.0
western and central,0.0
western and eastern,0.0
whatever may,0.0
whereas,0.0
whether,0.0
whole,0.0
whole lot,0.0
whose,0.0
wide demand,0.0
wide range,0.0
wild,0.0
winston churchill,0.0
wish,0.0
wissen lassen,0.0
within,0.0
within 5 year,0.0
within the european,0.0
within the region,0.0
within the united,0.0
without delay,0.0
wolf,0.0
woman,0.0
wool,0.0
work,0.0
work together,0.0
worker,0.0
workforce,0.0
world,0.0
world have much,0.0
world war,0.0
worry,0.0
worship,0.0
would,0.0
would be much,0.0
would depend upon,0.0
year,0.0
year and year,0.0
year of peace,0.0
year of war,0.0
year to year,0.0
yesterday,0.0
yet,0.0
yield,0.0
young,0.0
younger dryas,0.0
zp,0.0
﻿ 1,0.0
﻿ 1 100 yr,0.0
﻿ 1 18 month,0.0
﻿ 1 2 year,0.0
﻿ 1 3 year,0.0
﻿ 1 5 year,0.0
﻿ 1 6 month,0.0
﻿ 1 article,0.0
﻿ 1 attempt,0.0
﻿ 1 case involve,0.0
﻿ 1 congress,0.0
﻿ 1 day,0.0
﻿ 1 five month,0.0
﻿ 1 four month,0.0
﻿ 1 importance,0.0
﻿ 1 installment,0.0
﻿ 1 instance,0.0
﻿ 1 major step,0.0
﻿ 1 meet,0.0
﻿ 1 object,0.0
﻿ 1 occasion,0.0
﻿ 1 part,0.0
﻿ 1 president,0.0
﻿ 1 quarter,0.0
﻿ 1 session,0.0
﻿ 1 settlement,0.0
﻿ 1 six month,0.0
﻿ 1 stage,0.0
﻿ 1 state,0.0
﻿ 1 step,0.0
﻿ 1 step toward,0.0
﻿ 1 step towards,0.0
﻿ 1 three month,0.0
﻿ 1 three quarter,0.0
﻿ 1 three week,0.0
﻿ 1 three year,0.0
﻿ 1 time,0.0
﻿ 1 time since,0.0
﻿ 1 time use,0.0
﻿ 1 two quarter,0.0
﻿ 1 two year,0.0
﻿ 1 use,0.0
abundance,0.0
adapt,0.0
alternative,0.0
animal,0.0
appoint,0.0
appropriation,0.0
authorize,0.0
bemühen,0.0
breed,0.0
burn,0.0
capacity,0.0
capture,0.0
cell,0.0
chemical,0.0
civilization,0.0
commerce,0.0
conditions,0.0
conservation,0.0
content,0.0
cover,0.0
cultural,0.0
culture,0.0
daily maximum,0.0
disease,0.0
drive,0.0
elect,0.0
engineer,0.0
event,0.0
examination,0.0
expense,0.0
extreme,0.0
fee,0.0
fellow citizen,0.0
firm,0.0
fishery,0.0
foreign affair,0.0
fragmentation,0.0
freedom,0.0
friend,0.0
functional,0.0
gene,0.0
generation,0.0
governance,0.0
graze,0.0
gross national product,0.0
growth,0.0
harvest,0.0
health care reform,0.0
herewith,0.0
implement,0.0
increase,0.0
indicator,0.0
infrared radiation,0.0
innovation,0.0
institutional,0.0
investigations,0.0
issues,0.0
key,0.0
laborer,0.0
last session,0.0
last year,0.0
law,0.0
learn,0.0
let,0.0
loss,0.0
make every effort,0.0
manager,0.0
marine,0.0
mass,0.0
may well,0.0
mere,0.0
metal,0.0
migration,0.0
modification,0.0
modular design,0.0
monitoring,0.0
moral values,0.0
net,0.0
network,0.0
new form,0.0
observe,0.0
ought,0.0
participant,0.0
past year,0.0
patient,0.0
patients,0.0
peaceful,0.0
per year,0.0
plot,0.0
positive,0.0
pressure,0.0
previous estimate,0.0
probably,0.0
procedure,0.0
productivity,0.0
projection,0.0
provide,0.0
public interest,0.0
quality,0.0
range,0.0
regional distribution,0.0
researcher,0.0
resistance,0.0
resolution,0.0
right reserve,0.0
risk,0.0
root,0.0
science,0.0
seed,0.0
significantly,0.0
similar,0.0
size,0.0
solution,0.0
southern hemisphere,0.0
spring,0.0
sure,0.0
target,0.0
thing,0.0
tool,0.0
transfer,0.0
transition,0.0
transport,0.0
tropical,0.0
two country,0.0
upper limit,0.0
vulnerable,0.0
waste,0.0
wave,0.0
wheat,0.0
year ago,0.0
zone,0.0
acclimation,1.0
advection,1.0
agricultural,1.0
agricultural land,1.0
agricultural policy,1.0
agricultural production,1.0
agriculture,1.0
air,1.0
altitudinal,1.0
ambient co2,1.0
analysis of energy,1.0
analysis of water,1.0
antarctic,1.0
anthropogenic greenhouse gas emission,1.0
arctic,1.0
arctic ocean,1.0
aridity,1.0
atlantic and pacific,1.0
atlantic ocean,1.0
atmosphere,1.0
atmospheric,1.0
atmospheric carbon dioxide concentration,1.0
atmospheric circulation,1.0
atmospheric greenhouse gas concentration,1.0
atmospheric methane,1.0
basin,1.0
behavior,1.0
behaviour,1.0
bio,1.0
bioregenerative life support system,1.0
bird,1.0
black carbon,1.0
carb,1.0
carbon,1.0
carbon and energy,1.0
carbon dioxide emission increase,1.0
carbon dioxide per year,1.0
carbon isotope,1.0
ch4 flux,1.0
chambered microbial fuel cell,1.0
change and energy,1.0
chemical weather,1.0
climate,1.0
climate and energy,1.0
climate change,1.0
climate model,1.0
climate sensitivity,1.0
climate variability,1.0
climate warm,1.0
climatic,1.0
climatic change,1.0
climatic condition,1.0
climatic warm,1.0
climatically,1.0
climatology,1.0
cloud,1.0
cloud cover,1.0
cmip,1.0
co,1.0
co2,1.0
co2 )- c,1.0
co2 and h-2,1.0
co2 and soil,1.0
co2 be use,1.0
co2 emission,1.0
co2 enrichment,1.0
co2 flux,1.0
co2 injection,1.0
co2 storage,1.0
co2 uptake,1.0
coal,1.0
coast,1.0
coastal,1.0
cold,1.0
control carbon dioxide emission,1.0
convection,1.0
convective,1.0
cool,1.0
coupled model intercomparison project,1.0
crisis,1.0
cyclone,1.0
decadal variability,1.0
decrease carbon dioxide emission,1.0
deep ocean,1.0
deep water,1.0
deglaciation,1.0
degradation,1.0
degrees,1.0
department of energy,1.0
depositional,1.0
desertification,1.0
development and climate,1.0
diatom,1.0
diesel,1.0
dissolve inorganic carbon,1.0
drought,1.0
dry,1.0
dryas,1.0
early holocene,1.0
eco,1.0
ecologically,1.0
ecosystem respiration,1.0
ecotourism,1.0
eddy,1.0
el nino southern oscillation,1.0
electrical,1.0
electricity,1.0
electricity consumption per caput,1.0
elevate carbon dioxide concentration,1.0
emergy,1.0
emission,1.0
emission scenario,1.0
energy,1.0
energy and energy,1.0
energy and resource,1.0
energy consumption per caput,1.0
energy consumption per tonne,1.0
energy consumption per unit,1.0
energy security,1.0
energy use per caput,1.0
enso,1.0
environment,1.0
environmental,1.0
environmental and social,1.0
environmental change,1.0
eocene,1.0
equatorial,1.0
erneuerbarer,1.0
erosion,1.0
evaluate the environmental,1.0
extreme precipitation,1.0
facies,1.0
fertilization,1.0
fertilize,1.0
fertilizer,1.0
flood,1.0
food production,1.0
forcings,1.0
forest,1.0
forestry,1.0
fossil,1.0
fossil fuel,1.0
fraud,1.0
freeze,1.0
fuel,1.0
gas,1.0
geoengineering,1.0
glacial period,1.0
glaciation,1.0
global,1.0
global change,1.0
global climate,1.0
global climate change,1.0
global climate model,1.0
global climate observing system,1.0
global temperature,1.0
global warm,1.0
global warming,1.0
grassland,1.0
green,1.0
greener,1.0
greenhouse,1.0
greenhouse gas,1.0
greenhouse gas emission may,1.0
greenhouse gas emissions,1.0
greenhouse gas nitrous oxide,1.0
greenhouse gases,1.0
greenland,1.0
h-2 and co2,1.0
heat,1.0
heat wave,1.0
high greenhouse gas emission,1.0
hiv,1.0
human activity,1.0
hydrogel,1.0
hydrogen,1.0
hydrological,1.0
ice core,1.0
ice cover,1.0
ice sheet,1.0
impact of change,1.0
improve the energy,1.0
increase in energy,1.0
increase precipitation,1.0
industrial process,1.0
industry,1.0
insolation,1.0
interglacial,1.0
interglacial cycle,1.0
ipcc,1.0
kyr,1.0
lacustrine,1.0
lake sediment,1.0
land use,1.0
landfill,1.0
last deglaciation,1.0
last glacial,1.0
last glacial maximum,1.0
last glacial period,1.0
late holocene,1.0
late miocene,1.0
late pleistocene,1.0
level of energy,1.0
lgm,1.0
life style,1.0
low stratosphere,1.0
maximum sustainable yield,1.0
mean annual temperature,1.0
measurement,1.0
melamchi water supply project,1.0
meltwater,1.0
meridional,1.0
methane emission,1.0
methanotroph,1.0
methanotrophs,1.0
miocene,1.0
model of forest,1.0
moisture,1.0
monoethanolamine,1.0
monsoonal,1.0
moraine,1.0
much important greenhouse gas,1.0
n2o and co2,1.0
n2o flux,1.0
national per caput emission,1.0
natur,1.0
natural resource,1.0
natural resource management,1.0
ncep,1.0
nitrogen,1.0
nuclear,1.0
ocean,1.0
ocean circulation,1.0
oxide,1.0
pacific,1.0
pacific basin,1.0
pacific decadal oscillation,1.0
paleosol,1.0
paleosols,1.0
past climate,1.0
peatland,1.0
peatlands,1.0
per caput carbon dioxide,1.0
per caput carbon emission,1.0
per caput ecological footprint,1.0
per caput electricity consumption,1.0
per caput electricity use,1.0
per caput energy consumption,1.0
per caput fish consumption,1.0
per caput food consumption,1.0
per caput food production,1.0
per caput material consumption,1.0
per caput resource consumption,1.0
per caput waste generation,1.0
per caput water consumption,1.0
per caput water resource,1.0
per caput water supply,1.0
per caput water use,1.0
permafrost,1.0
pesticide,1.0
phenological,1.0
phenology,1.0
plant,1.0
plant new tree,1.0
pleistocene,1.0
pliocene,1.0
pollutant,1.0
power,1.0
precipitation,1.0
precipitation change,1.0
precipitation extreme,1.0
predawn leaf water potential,1.0
present climate,1.0
produce convenient energy carrier,1.0
radiative force,1.0
radiatively active trace gas,1.0
radiocarbon,1.0
radiocarbon date,1.0
rainfall,1.0
rate of co2,1.0
rcp,1.0
recycle,1.0
reduce carbon dioxide emission,1.0
reduce greenhouse gas emission,1.0
reduce per caput consumption,1.0
reduction,1.0
regional climate change,1.0
renewable energy,1.0
renewable energy source,1.0
resource,1.0
responsible,1.0
rise temperature,1.0
sea,1.0
sea ice,1.0
sea level,1.0
seasonal,1.0
sediment core,1.0
sedimentary,1.0
snow,1.0
snow cover,1.0
snow depth,1.0
snowfall,1.0
snowmelt,1.0
snowpack,1.0
soil,1.0
soil organic carbon,1.0
soil respiration,1.0
solar,1.0
solar activity,1.0
soybean,1.0
species,1.0
speleothem,1.0
stratigraphic,1.0
stratosphere,1.0
stratospheric,1.0
subtropical,1.0
summer,1.0
summer precipitation,1.0
summer temperature,1.0
surface air temperature,1.0
surface albedo,1.0
surface temperature,1.0
sustainable,1.0
sustainable competitive advantage,1.0
sustainable development,1.0
temperature sensitivity,1.0
territories,1.0
thermal tolerance,1.0
thermocline,1.0
total carbon dioxide emission,1.0
total greenhouse gas emission,1.0
total soil organic carbon,1.0
total soil organic matt,1.0
traffic,1.0
tree,1.0
tree ring,1.0
treeline,1.0
tropic,1.0
tropical cyclone,1.0
tropical pacific,1.0
troposphere,1.0
tropospheric,1.0
tundra,1.0
typhoon,1.0
umwelt,1.0
upper troposphere,1.0
upwelling,1.0
vegetation,1.0
vehicle,1.0
verkehrs,1.0
wald,1.0
warm,1.0
warm period,1.0
warm trend,1.0
warming,1.0
wastewater,1.0
water consumption per caput,1.0
water resource management,1.0
water temperature,1.0
water use efficiency,1.0
weather,1.0
wet,1.0
wind,1.0
winter,1.0
zonal,1.0
acid,1.0
arid,1.0
deforestation,1.0
ecological,1.0
electric,1.0
environmental policy,1.0
environmentally,1.0
environmentally friendly food production,1.0
fire,1.0
greenhouse gas carbon dioxide,1.0
increasing carbon dioxide concentration,1.0
industrial emissions,1.0
irrigation,1.0
landscape,1.0
natural disaster,1.0
organic carbon,1.0
organic fertilizer,1.0
pollution,1.0
radiation,1.0
renewable,1.0
water supply,1.0
